student_id,immigrant,female,minority,distance_band,ses_father,ses_mother,avg_kttx_h1,abs_phep_h1,abs_nophep_h1,diem_giua_ky,abs_phep_h2,abs_nophep_h2,delta_phep_h2,delta_nophep_h2,kttx3,kttx4,diem_cuoi_ky,tb_hoc_ky,y
MK2_0364,0,0,0,0,2,2,8.0,0,0,6.8,1,0,1,0,8.0,7.0,5.8,6.9,1
MK2_0365,0,0,0,0,2,2,8.0,0,0,7.5,0,0,0,0,8.0,10.0,7.8,8.0,1
MK2_0366,0,0,0,1,2,2,6.5,0,0,6.8,0,0,0,0,4.0,7.0,6.3,6.3,1
MK2_0367,0,0,0,0,3,3,9.0,0,0,6.5,0,0,0,0,6.0,8.0,4.8,6.6,1
MK2_0368,0,0,0,0,2,1,7.5,0,0,3.0,0,0,0,0,10.0,5.0,5.8,5.9,1
MK2_0369,1,1,0,0,2,0,6.5,0,0,3.3,0,0,0,0,6.0,8.0,6.0,5.7,1
MK2_0370,0,1,0,0,2,1,8.5,0,0,8.0,1,0,1,0,10.0,8.0,7.3,8.1,1
MK2_0371,0,1,0,0,2,1,9.0,0,0,8.3,0,0,0,0,10.0,10.0,9.0,9.1,1
MK2_0372,0,0,0,0,2,2,8.0,1,0,7.8,1,0,0,0,5.0,7.0,3.3,5.9,1
MK2_0373,0,1,0,0,3,4,8.0,2,0,5.3,3,0,1,0,8.0,5.0,7.5,6.9,1
MK2_0374,0,0,0,0,2,1,9.0,0,0,6.5,2,0,2,0,5.0,7.0,6.8,7.0,1
MK2_0375,0,1,0,0,2,2,8.0,0,0,5.5,2,0,2,0,7.0,10.0,5.0,6.6,1
MK2_0376,0,1,0,0,3,1,9.5,0,0,7.3,0,0,0,0,7.0,8.0,5.0,7.1,1
MK2_0377,1,1,0,2,1,3,9.5,0,0,4.5,1,0,1,0,8.0,7.0,5.8,6.7,1
MK2_0378,0,0,0,1,2,1,6.5,0,0,3.8,0,0,0,0,5.0,10.0,3.8,5.2,1
MK2_0379,0,0,0,1,2,1,9.0,0,0,6.8,1,0,1,0,7.0,7.0,5.5,6.9,1
MK2_0380,0,0,0,0,2,2,8.0,0,0,7.8,0,0,0,0,4.0,2.0,2.5,5.0,1
MK2_0381,0,1,0,1,2,2,10.0,0,0,8.5,0,0,0,0,9.0,10.0,8.0,8.9,1
MK2_0382,0,0,0,1,2,2,6.5,0,0,6.0,0,0,0,0,4.0,8.0,2.8,5.0,1
MK2_0383,0,1,0,0,4,2,9.0,2,0,6.8,5,0,3,0,3.0,8.0,5.0,6.4,1
MK2_0384,0,1,0,0,2,1,9.0,0,0,8.0,0,0,0,0,10.0,9.0,8.3,8.7,1
MK2_0385,0,1,0,0,2,1,5.5,0,0,5.5,0,0,0,0,5.0,9.0,3.0,5.0,1
MK2_0386,0,1,0,0,3,4,9.5,0,0,7.8,1,0,1,0,10.0,7.0,4.0,7.1,1
MK2_0387,0,0,0,0,2,1,6.5,0,0,6.8,0,0,0,0,9.0,5.0,3.5,5.7,1
MK2_0388,0,0,0,1,1,1,9.0,0,0,7.5,0,0,0,0,7.0,6.0,4.5,6.6,1
MK2_0389,0,1,0,0,2,1,7.5,0,0,7.8,1,0,1,0,10.0,8.0,5.3,7.2,1
MK2_0390,0,1,0,0,2,2,8.0,0,0,7.8,0,0,0,0,6.0,7.0,4.3,6.4,1
MK2_0391,0,1,0,1,2,1,10.0,0,0,3.8,0,0,0,0,6.0,9.0,5.0,6.4,1
MK2_0392,0,1,0,0,2,1,9.5,0,0,5.5,1,0,1,0,10.0,7.0,3.3,6.3,1
MK2_0393,0,1,0,0,1,1,8.5,0,0,8.5,0,0,0,0,6.0,5.0,6.0,7.0,1
MK2_0394,0,1,0,0,0,1,9.5,0,0,8.5,1,0,1,0,5.0,7.0,5.3,7.1,1
MK2_0395,0,1,0,0,3,3,9.5,0,0,8.5,0,0,0,0,8.0,6.5,9.0,8.6,1
MK2_0396,0,1,0,0,2,2,8.5,0,0,8.5,2,0,2,0,7.0,5.0,6.5,7.3,1
MK2_0397,0,1,0,0,0,1,6.5,0,0,7.5,0,0,0,0,7.5,3.5,8.5,7.2,1
MK2_0398,0,0,0,1,0,2,5.0,0,0,3.0,0,0,0,0,5.0,2.0,4.5,4.1,0
MK2_0399,0,1,0,0,2,2,5.5,0,0,3.0,0,0,0,0,4.0,3.5,2.8,3.7,0
MK2_0400,0,0,0,0,1,3,9.0,0,0,8.8,0,0,0,0,8.5,7.5,8.5,8.6,1
MK2_0401,0,0,0,0,1,2,4.5,0,0,8.0,0,0,0,0,5.0,2.0,5.3,5.3,1
MK2_0402,0,0,0,1,3,1,4.5,0,0,3.8,0,0,0,0,3.5,6.0,5.8,4.8,0
MK2_0403,0,0,0,1,2,1,8.0,0,0,7.8,0,0,0,0,6.0,4.5,7.3,7.1,1
MK2_0404,0,0,0,1,2,2,6.0,1,0,5.3,2,0,1,0,5.0,3.0,5.0,5.1,1
MK2_0405,0,0,0,0,2,4,8.0,0,0,9.0,0,0,0,0,10.0,7.0,9.8,8.9,1
MK2_0406,0,0,0,0,3,2,8.0,0,0,7.5,0,0,0,0,7.0,7.5,9.3,8.2,1
MK2_0407,0,0,0,2,2,3,7.0,0,0,4.5,0,0,0,0,4.0,4.0,6.3,5.5,1
MK2_0408,0,0,0,1,1,1,6.0,0,0,4.5,0,0,0,0,5.0,4.5,6.5,5.6,1
MK2_0409,0,1,0,0,2,2,7.5,0,0,5.3,0,0,0,0,6.5,5.0,8.0,6.8,1
MK2_0410,0,0,0,0,2,2,4.0,0,0,3.0,0,0,0,0,5.0,3.0,4.0,3.8,0
MK2_0411,0,1,0,0,4,4,8.0,0,0,7.0,0,0,0,0,5.5,7.5,7.0,7.1,1
MK2_0412,0,1,0,0,0,4,10.0,0,0,8.5,0,0,0,0,10.0,10.0,10.0,9.7,1
MK2_0413,0,0,0,0,1,1,7.0,0,0,6.8,0,0,0,0,4.0,5.5,6.0,6.1,1
MK2_0414,0,1,0,0,3,1,6.5,0,0,7.5,0,0,0,0,5.0,6.0,7.0,6.7,1
MK2_0415,0,0,0,1,2,3,7.0,0,0,5.0,0,0,0,0,5.5,6.0,7.0,6.3,1
MK2_0416,0,0,0,0,2,1,8.5,0,0,8.5,0,0,0,0,7.0,8.0,8.8,8.4,1
MK2_0417,0,1,0,0,1,2,6.0,0,0,5.3,0,0,0,0,3.0,5.5,6.0,5.5,1
MK2_0418,0,1,0,1,1,1,9.0,0,0,9.0,0,0,0,0,10.0,7.0,8.8,8.8,1
MK2_0419,0,0,0,1,2,2,4.5,0,0,3.5,0,0,0,0,5.0,3.5,5.0,4.4,0
MK2_0420,0,0,0,0,2,2,3.0,0,0,3.3,3,0,3,0,5.5,2.5,3.0,3.3,0
MK2_0421,0,0,0,0,4,1,4.0,0,0,2.8,0,0,0,0,3.5,6.0,3.5,3.7,0
MK2_0422,0,1,0,0,2,1,6.0,0,0,5.5,0,0,0,0,6.5,5.0,6.5,6.0,1
MK2_0423,0,0,0,0,2,4,9.0,0,0,8.3,0,0,0,0,10.0,8.0,9.3,8.9,1
MK2_0424,0,0,0,0,2,1,4.5,0,0,3.0,0,0,0,0,5.5,4.0,5.0,4.4,0
MK2_0425,0,1,0,0,1,1,8.5,0,0,8.0,0,0,0,0,9.0,7.0,8.8,8.4,1
MK2_0426,0,1,0,0,2,1,2.5,0,0,3.0,0,0,0,0,4.0,3.5,2.5,2.9,0
MK2_0427,0,1,0,0,3,3,6.5,0,0,5.0,0,0,0,0,6.5,5.0,8.0,6.5,1
MK2_0428,0,1,0,1,1,1,6.0,2,0,6.5,3,0,1,0,5.5,4.5,7.8,6.5,1
MK2_0429,0,1,0,0,0,3,4.0,0,0,3.3,0,0,0,0,5.5,5.0,5.8,4.7,0
MK2_0430,0,0,0,0,2,1,4.5,0,0,3.0,0,0,0,0,5.5,5.0,4.3,4.3,0
MK2_0431,0,1,0,0,0,3,9.0,0,0,8.8,0,0,0,0,10.0,6.0,8.3,8.5,1
MK2_0432,0,1,0,0,2,1,6.0,0,0,7.5,0,0,0,0,6.0,6.0,8.0,7.0,1
MK2_0433,0,1,0,0,3,3,5.0,1,0,4.0,1,0,0,0,4.0,2.5,4.0,4.1,0
MK2_0434,0,1,0,0,3,3,6.0,0,0,8.5,0,0,0,0,8.0,7.5,7.3,7.4,1
MK2_0435,0,1,0,0,2,2,4.5,0,0,7.8,0,2,0,2,5.0,6.0,5.8,5.9,1
MK2_0436,0,0,0,0,1,3,5.0,0,0,5.0,0,0,0,0,5.5,3.0,5.0,4.8,0
MK2_0437,0,0,0,0,3,4,6.5,0,0,4.0,0,0,0,0,4.0,4.0,6.0,5.2,1
MK2_0438,0,0,0,1,0,2,5.5,0,0,3.8,0,0,0,0,4.0,5.0,3.0,4.1,0
MK2_0439,0,1,0,1,2,3,6.5,0,0,6.8,0,0,0,0,5.5,3.5,5.8,5.9,1
MK2_0440,0,1,0,0,3,1,6.0,0,0,6.5,0,0,0,0,5.5,3.0,6.5,5.9,1
MK2_0441,0,0,0,1,1,3,5.5,0,0,6.5,0,0,0,0,4.0,6.5,7.0,6.2,1
MK2_0442,0,0,0,1,2,2,6.0,0,0,6.8,0,0,0,0,6.5,6.5,7.8,6.9,1
MK2_0443,0,0,0,0,1,3,5.0,0,0,5.5,0,0,0,0,4.5,2.5,4.5,4.6,0
MK2_0444,0,0,0,0,1,1,5.0,0,0,3.5,0,0,0,0,3.0,3.0,3.5,3.7,0
MK2_0445,0,0,0,0,2,3,8.5,0,0,8.5,0,0,0,0,6.5,7.0,7.5,7.8,1
MK2_0446,0,1,0,1,1,1,5.5,0,0,5.8,1,0,1,0,6.0,2.0,5.8,5.3,1
MK2_0447,0,0,0,0,1,1,6.5,0,0,6.5,0,0,0,0,5.0,7.0,8.0,6.9,1
MK2_0448,0,1,0,0,3,0,4.5,0,0,5.5,0,0,0,0,5.0,4.0,3.5,4.4,0
MK2_0449,0,0,0,1,1,2,5.0,0,0,5.0,0,0,0,0,5.0,4.0,3.5,4.4,0
MK2_0450,0,1,0,0,2,3,4.0,0,0,5.0,2,0,2,0,5.5,3.0,3.5,4.1,0
MK2_0451,0,1,0,1,1,1,6.5,0,0,4.8,0,0,0,0,5.0,8.5,7.0,6.3,1
MK2_0452,0,0,0,0,1,2,4.5,0,0,6.3,0,0,0,0,4.5,2.0,2.8,4.1,0
MK2_0453,0,1,0,0,0,0,4.0,0,0,3.0,2,2,2,2,3.0,4.0,1.5,2.8,0
MK2_0454,0,0,0,0,2,2,5.0,0,0,3.8,0,0,0,0,5.5,2.5,3.5,4.0,0
MK2_0455,0,1,0,0,0,3,6.0,0,0,3.3,0,0,0,0,5.0,2.0,4.8,4.4,0
MK2_0456,0,1,0,0,2,2,4.0,0,0,5.0,0,0,0,0,5.0,5.0,4.8,4.7,0
MK2_0457,0,0,0,0,3,3,7.5,0,0,7.3,0,0,0,0,7.0,5.5,7.8,7.3,1
MK2_0458,0,1,0,0,2,2,5.5,0,0,6.3,0,0,0,0,4.0,3.0,4.0,4.7,0
MK2_0459,0,1,0,0,3,3,6.5,0,0,6.5,0,0,0,0,5.0,6.0,5.0,5.8,1
MK2_0460,0,1,0,0,2,1,8.0,0,0,6.5,0,0,0,0,6.5,4.0,8.5,7.2,1
MK2_0461,0,1,0,0,2,2,5.0,0,0,8.0,0,0,0,0,6.0,3.5,6.5,6.1,1
MK2_0462,0,0,0,0,1,1,7.5,0,0,6.5,0,0,0,0,6.5,5.0,5.3,6.2,1
MK2_0463,0,0,0,0,1,2,9.5,0,0,9.3,0,0,0,0,9.0,8.0,9.5,9.2,1
MK2_0464,0,1,0,2,1,2,4.5,0,0,2.8,0,0,0,0,5.5,2.5,5.0,4.2,0
MK2_0465,0,0,0,0,2,2,5.5,0,0,3.3,0,0,0,0,4.5,2.0,4.3,4.1,0
MK2_0466,0,0,0,1,0,1,6.0,0,0,4.8,0,0,0,0,4.0,5.0,5.5,5.2,1
MK2_0467,0,0,0,0,2,2,5.0,0,0,3.5,0,0,0,0,6.0,5.0,3.5,4.3,0
MK2_0468,0,1,0,0,2,2,5.0,0,0,7.0,0,0,0,0,9.0,5.5,6.0,6.3,1
MK2_0469,0,1,0,0,3,0,7.0,0,0,6.0,0,0,0,0,5.0,4.0,7.5,6.4,1
MK2_0470,0,1,0,0,0,0,5.5,0,0,5.3,0,0,0,0,5.0,3.0,4.8,4.9,0
MK2_0471,0,1,0,0,2,2,4.5,0,0,6.5,0,0,0,0,4.0,4.0,5.3,5.1,1
MK2_0472,0,1,0,0,3,3,6.5,1,0,8.5,1,0,0,0,4.5,6.0,6.5,6.7,1
MK2_0473,0,0,0,0,2,2,7.0,0,0,6.5,0,0,0,0,4.0,7.0,7.0,6.6,1
MK2_0474,0,0,0,1,1,1,4.5,0,0,1.0,0,0,0,0,6.0,3.0,2.5,3.1,0
MK2_0475,0,0,0,0,1,1,8.0,0,0,8.5,0,0,0,0,8.5,7.5,7.8,8.0,1
MK2_0476,0,0,0,0,2,2,6.5,0,0,5.8,0,0,0,0,4.5,3.0,6.8,5.8,1
MK2_0477,0,1,0,0,1,1,6.5,0,0,5.0,1,0,1,0,4.5,3.0,5.3,5.2,1
MK2_0478,0,0,0,1,2,2,5.5,0,0,4.0,0,0,0,0,4.0,5.5,6.3,5.3,1
MK2_0479,0,1,0,1,3,3,6.0,0,0,6.3,0,0,0,0,5.5,3.0,4.0,5.0,1
MK2_0480,0,0,0,1,2,1,4.5,0,0,2.3,0,0,0,0,4.0,3.0,5.3,4.1,0
MK2_0481,0,1,0,0,2,2,5.5,0,0,6.0,0,0,0,0,6.0,5.0,4.5,5.3,1
MK2_0482,0,0,0,1,3,3,6.5,2,0,6.8,2,0,0,0,6.5,5.0,7.5,6.7,1
MK2_0483,0,0,0,1,2,1,6.0,0,0,7.5,0,0,0,0,9.0,5.5,6.5,6.8,1
MK2_0484,0,0,0,1,2,1,5.0,0,0,6.5,0,0,0,0,4.5,3.0,5.8,5.3,1
MK2_0485,0,1,0,0,1,1,6.5,0,0,6.0,0,0,0,0,5.0,3.5,7.5,6.2,1
MK2_0486,0,1,0,0,2,2,7.0,0,0,7.0,0,0,0,0,5.0,5.0,5.3,6.0,1
MK2_0487,0,0,0,0,1,1,3.5,0,0,2.5,0,0,0,0,3.5,3.0,2.3,2.8,0
MK2_0488,0,1,0,0,2,2,5.0,0,0,6.3,0,0,0,0,5.0,4.0,6.8,5.8,1
MK2_0489,0,1,0,0,2,4,5.0,0,0,5.5,0,0,0,0,5.0,3.0,3.8,4.5,0
MK2_0490,0,1,0,0,2,3,4.5,1,0,5.8,1,0,0,0,4.0,5.0,5.0,5.0,1
MK2_0491,0,0,0,0,3,3,5.0,0,0,5.3,0,0,0,0,4.5,4.0,6.0,5.2,1
MK2_0492,0,0,0,1,1,1,6.5,0,0,5.0,0,0,0,0,5.0,3.0,5.5,5.3,1
MK2_0493,0,1,0,0,2,2,5.0,0,0,3.5,0,0,0,0,5.5,4.0,3.8,4.2,0
MK2_0494,0,0,0,1,1,1,5.0,0,0,4.3,0,0,0,0,5.0,3.5,5.0,4.7,0
MK2_0495,0,0,0,1,1,2,5.5,0,0,4.5,0,0,0,0,5.0,5.0,4.5,4.8,0
MK2_0496,0,1,0,0,2,3,5.0,0,0,5.0,0,0,0,0,5.0,3.0,5.0,4.8,0
MK2_0497,0,0,0,1,2,2,6.0,0,0,7.0,0,0,0,0,5.5,5.0,5.0,5.7,1
MK2_0498,0,1,0,1,2,1,4.5,0,0,6.3,0,0,0,0,5.0,2.0,6.0,5.2,1
MK2_0499,0,0,0,0,2,1,5.0,1,0,3.0,1,0,0,0,6.0,6.0,4.5,4.6,0
MK2_0500,0,1,0,1,0,3,5.0,1,0,4.3,1,0,0,0,5.5,4.0,6.8,5.4,1
MK2_0501,0,1,0,0,0,2,6.0,0,0,5.8,0,0,0,0,5.5,5.0,6.3,5.9,1
MK2_0502,0,1,0,1,1,0,4.0,1,0,3.0,1,0,0,0,3.5,4.0,2.0,3.1,0
MK2_0503,0,0,0,1,2,1,9.0,0,0,10.0,0,0,0,0,7.0,5.5,7.3,8.0,1
MK2_0504,0,1,0,0,2,1,7.0,0,0,6.8,0,0,0,0,8.5,7.5,7.3,7.3,1
MK2_0505,0,1,0,1,2,2,6.0,0,0,8.0,0,0,0,0,7.0,5.0,5.5,6.3,1
MK2_0506,0,1,0,0,2,2,4.0,1,0,4.3,2,0,1,0,5.0,4.0,4.0,4.2,0
MK2_0507,0,1,0,0,2,1,7.5,0,0,8.8,0,0,0,0,4.0,5.0,7.8,7.2,1
MK2_0508,0,1,0,0,3,1,9.5,0,0,8.3,0,0,0,0,10.0,10.0,8.8,9.1,1
MK2_0509,0,0,0,1,1,1,8.0,1,0,4.5,1,0,0,0,3.0,9.0,4.3,5.5,1
MK2_0510,0,1,0,0,1,2,8.5,0,0,6.8,0,0,0,0,10.0,10.0,7.3,8.1,1
MK2_0511,0,1,0,1,1,3,8.0,1,0,9.0,1,0,0,0,7.0,10.0,3.0,6.7,1
MK2_0512,0,0,0,0,2,2,7.5,1,0,6.3,2,1,1,1,5.0,10.0,5.5,6.6,1
MK2_0513,0,1,0,0,1,2,8.5,0,0,8.0,0,0,0,0,5.0,10.0,6.3,7.4,1
MK2_0514,0,0,0,0,2,1,8.5,0,0,8.5,0,0,0,0,4.0,4.0,4.0,6.0,1
MK2_0515,0,0,0,1,3,2,6.5,1,0,3.3,1,0,0,0,6.0,5.0,3.5,4.6,0
MK2_0516,0,0,0,1,2,2,9.0,0,0,8.3,0,0,0,0,10.0,10.0,7.5,8.6,1
MK2_0517,0,0,0,0,2,2,7.0,0,1,3.5,0,1,0,0,4.0,10.0,5.8,5.8,1
MK2_0518,0,0,0,0,1,4,8.5,0,0,7.0,0,0,0,0,5.0,10.0,7.0,7.4,1
MK2_0519,1,0,0,0,4,4,9.0,0,0,8.3,0,0,0,0,10.0,10.0,8.3,8.8,1
MK2_0520,0,0,0,0,2,2,7.5,0,0,8.0,0,0,0,0,8.0,10.0,6.8,7.7,1
MK2_0521,0,0,0,0,3,3,9.5,0,0,7.0,0,0,0,0,10.0,10.0,7.3,8.3,1
MK2_0522,0,0,0,0,3,4,8.5,0,0,7.3,0,0,0,0,10.0,10.0,6.8,8.0,1
MK2_0523,0,1,0,0,2,1,7.0,0,0,5.5,0,0,0,0,10.0,10.0,2.8,5.9,1
MK2_0524,0,1,0,1,2,2,8.5,0,0,7.8,0,0,0,0,9.0,5.0,3.8,6.4,1
MK2_0525,1,1,0,0,1,3,8.0,0,0,9.5,0,0,0,0,10.0,10.0,6.3,8.2,1
MK2_0526,0,0,0,0,1,1,9.5,0,0,7.8,0,0,0,0,10.0,10.0,8.3,8.8,1
MK2_0527,0,1,0,0,3,1,8.0,0,0,6.0,0,0,0,0,10.0,10.0,4.8,6.9,1
MK2_0528,0,1,1,0,3,1,8.0,0,0,7.3,0,0,0,0,10.0,9.0,6.8,7.8,1
MK2_0529,0,1,0,0,3,4,9.0,0,0,9.0,0,0,0,0,9.0,10.0,7.8,8.7,1
MK2_0530,0,1,0,0,2,3,8.0,0,0,4.5,0,0,0,0,10.0,10.0,1.8,5.6,1
MK2_0531,0,1,0,0,3,3,10.0,0,0,9.5,0,0,0,0,10.0,10.0,9.0,9.6,1
MK2_0532,0,0,0,0,2,1,6.5,1,0,4.5,1,0,0,0,7.0,10.0,4.5,5.8,1
MK2_0533,0,0,0,0,1,4,9.5,0,0,9.3,0,0,0,0,10.0,10.0,9.3,9.5,1
MK2_0534,0,0,0,0,1,3,9.5,0,0,7.0,0,0,0,0,7.0,10.0,5.3,7.3,1
MK2_0535,0,0,0,1,3,0,8.5,0,0,3.8,3,3,3,3,6.0,5.0,2.8,4.9,0
MK2_0536,0,1,0,0,2,1,8.0,0,0,6.5,0,0,0,0,10.0,10.0,8.0,8.1,1
MK2_0537,0,1,0,0,3,3,10.0,0,0,9.8,0,0,0,0,10.0,10.0,9.5,9.8,1
MK2_0538,0,1,0,1,2,2,6.5,0,0,3.5,0,0,0,0,8.0,10.0,5.0,5.9,1
MK2_0539,0,0,0,1,1,3,9.5,0,0,7.3,0,0,0,0,10.0,8.0,7.8,8.3,1
MK2_0540,0,0,0,3,2,3,8.5,0,0,8.8,0,0,0,0,10.0,10.0,7.5,8.6,1
MK2_0541,0,1,0,0,2,3,8.5,0,0,5.0,0,0,0,0,7.0,10.0,5.5,6.7,1
MK2_0542,0,0,0,0,3,2,7.0,0,0,6.0,0,0,0,0,8.0,10.0,6.5,7.1,1
MK2_0543,0,1,0,2,3,1,7.5,0,0,5.0,1,0,1,0,5.0,10.0,2.8,5.4,1
MK2_0544,0,1,0,1,2,0,7.0,0,0,8.5,0,0,0,0,8.0,10.0,5.8,7.4,1
MK2_0545,1,1,1,2,3,3,8.0,0,0,7.8,0,0,0,0,7.0,10.0,7.5,7.9,1
MK2_0546,0,0,0,0,1,1,10.0,0,0,9.3,0,0,0,0,10.0,10.0,7.0,8.8,1
MK2_0547,0,1,0,1,2,1,9.0,0,0,6.0,0,0,0,0,7.0,10.0,5.5,7.1,1
MK2_0548,0,1,0,0,2,1,8.5,0,0,6.0,1,0,1,0,7.0,10.0,6.0,7.1,1
MK2_0549,0,0,0,0,2,1,10.0,0,0,7.0,0,0,0,0,8.0,10.0,5.3,7.5,1
MK2_0550,0,0,0,0,2,3,9.5,0,0,6.5,1,0,1,0,5.0,5.0,6.5,6.8,1
MK2_0551,0,1,0,0,1,3,8.5,0,0,6.8,0,0,0,0,10.0,7.0,5.8,7.2,1
MK2_0552,0,0,0,0,2,1,8.0,0,0,6.8,0,0,0,0,7.0,8.0,5.3,6.7,1
MK2_0553,0,0,0,0,2,1,9.5,0,0,7.5,0,0,0,0,10.0,10.0,7.8,8.6,1
MK2_0554,0,1,0,0,2,3,8.5,0,0,7.8,0,0,0,0,7.0,10.0,7.5,8.0,1
MK2_0555,0,0,0,2,3,1,8.5,0,0,6.8,0,0,0,0,10.0,10.0,7.0,8.0,1
MK2_0556,0,0,0,0,2,1,8.0,0,0,5.0,1,0,1,0,10.0,10.0,4.0,6.4,1
MK2_0557,0,0,0,0,3,1,7.5,0,0,5.8,1,0,1,0,10.0,9.0,6.8,7.3,1
MK2_0558,0,0,0,0,2,3,6.5,1,0,4.5,1,0,0,0,10.0,8.0,4.5,5.9,1
MK2_0559,0,1,0,0,3,3,10.0,0,0,9.0,0,0,0,0,10.0,10.0,9.3,9.5,1
MK2_0560,0,1,0,0,4,4,10.0,0,0,10.0,0,0,0,0,10.0,10.0,9.5,9.8,1
MK2_0561,0,0,0,0,2,3,7.5,1,0,5.0,1,0,0,0,7.0,10.0,5.3,6.4,1
MK2_0562,0,1,0,0,2,1,7.0,1,0,6.3,1,0,0,0,10.0,7.0,2.8,5.8,1
MK2_0563,0,0,0,1,1,3,6.0,0,0,8.0,0,0,0,0,5.0,9.0,3.5,5.8,1
MK2_0564,0,1,0,0,2,1,7.0,0,0,5.5,0,0,0,0,5.0,9.0,4.0,5.7,1
MK2_0565,0,1,0,0,3,3,6.5,0,0,2.0,1,0,1,0,9.0,10.0,2.8,4.9,0
MK2_0566,0,1,0,1,3,3,9.5,0,0,8.5,0,0,0,0,10.0,10.0,7.0,8.6,1
MK2_0567,0,0,0,0,2,1,4.5,4,0,5.5,6,0,2,0,8.0,10.0,2.3,5.0,1
MK2_0568,0,1,0,0,1,1,7.5,0,0,5.8,0,0,0,0,8.0,10.0,6.5,7.1,1
MK2_0569,0,0,0,0,1,1,8.0,0,0,8.3,0,0,0,0,8.0,10.0,8.3,8.4,1
MK2_0570,1,0,0,0,2,2,6.5,0,0,2.8,0,0,0,0,5.0,10.0,6.8,6.0,1
MK2_0571,0,1,1,0,2,2,7.0,0,0,3.5,0,1,0,1,5.0,5.0,2.5,4.3,0
MK2_0572,0,0,0,0,2,1,8.0,0,0,6.3,0,0,0,0,8.0,10.0,5.5,7.0,1
MK2_0573,0,1,0,0,2,0,8.5,2,0,3.5,4,0,2,0,10.0,10.0,5.3,6.7,1
