student_id,immigrant,female,minority,distance_band,ses_father,ses_mother,avg_kttx_h1,abs_phep_h1,abs_nophep_h1,diem_giua_ky,abs_phep_h2,abs_nophep_h2,delta_phep_h2,delta_nophep_h2,kttx3,kttx4,diem_cuoi_ky,tb_hoc_ky,y
MK2_0121,0,1,0,1,2,3,8.0,0,0,3.8,0,0,0,0,8.0,8.0,7.0,7.7,1
MK2_0122,0,1,0,0,2,1,6.5,1,0,7.0,2,0,1,0,6.0,6.0,8.5,3.6,0
MK2_0123,0,1,0,0,4,1,9.5,0,0,8.0,0,0,0,0,10.0,9.0,3.8,8.8,1
MK2_0124,0,0,0,0,3,1,7.5,0,0,8.5,0,0,0,0,5.0,7.0,8.5,2.6,0
MK2_0125,0,1,0,0,4,1,9.0,0,0,8.7,0,0,0,0,8.0,9.0,8.0,3.8,0
MK2_0126,0,0,0,1,2,1,7.0,0,0,8.6,0,0,0,0,5.0,7.0,8.6,7.6,1
MK2_0127,0,0,0,1,3,1,4.5,0,0,8.4,0,0,0,0,5.0,5.0,8.6,4.5,0
MK2_0128,0,0,0,0,3,1,3.5,6,0,8.0,10,5,4,5,1.0,3.0,3.8,5.4,1
MK2_0129,0,0,0,1,2,1,6.0,0,0,3.5,0,0,0,0,5.0,5.0,5.4,1.5,0
MK2_0130,0,0,0,0,2,1,6.0,0,0,5.4,0,0,0,0,7.0,5.0,8.6,9.5,1
MK2_0131,0,1,0,0,2,1,6.5,0,0,8.4,0,0,0,0,7.0,6.0,5.7,5.6,1
MK2_0132,0,0,0,2,3,1,4.5,0,0,5.5,0,0,0,0,6.0,4.0,7.0,7.5,1
MK2_0133,0,0,0,3,1,1,3.5,0,0,8.3,1,0,1,0,3.0,4.0,7.0,7.4,1
MK2_0134,0,0,0,1,0,1,5.5,0,0,8.6,0,0,0,0,5.0,5.0,5.4,3.5,0
MK2_0135,0,1,0,0,2,1,7.5,1,0,8.6,2,0,1,0,6.0,5.0,5.0,1.6,0
MK2_0136,0,0,0,0,1,1,6.5,0,0,7.0,0,0,0,0,5.0,5.0,5.7,6.6,1
MK2_0137,0,0,0,1,1,3,6.0,0,0,3.7,0,0,0,0,4.0,6.0,6.0,1.6,0
MK2_0138,0,0,0,0,1,1,4.0,2,0,3.3,4,0,2,0,2.0,3.0,4.0,5.3,1
MK2_0139,0,1,0,1,1,3,8.5,0,0,3.8,1,0,1,0,7.0,7.0,5.4,8.6,1
MK2_0140,0,0,0,1,1,1,7.0,0,0,3.6,0,0,0,0,7.0,8.0,3.6,7.6,1
MK2_0141,0,0,0,0,3,4,6.0,0,0,6.0,1,0,1,0,6.0,5.0,5.6,1.6,0
MK2_0142,0,1,0,0,0,2,8.0,0,0,5.7,0,0,0,0,8.0,6.0,5.0,7.6,1
MK2_0143,0,1,0,0,1,1,7.0,1,0,8.6,2,0,1,0,5.0,5.0,3.4,6.5,1
MK2_0144,0,1,0,0,3,4,10.0,0,0,3.8,0,0,0,0,10.0,7.0,3.9,1.9,0
MK2_0145,0,1,0,1,2,2,6.5,0,0,5.7,0,0,0,0,4.0,4.0,5.4,5.5,1
MK2_0146,0,1,0,0,3,1,5.0,0,0,5.6,0,0,0,0,7.0,6.0,3.3,1.5,0
MK2_0147,0,1,0,2,2,1,7.0,0,0,3.8,0,0,0,0,6.0,7.0,8.7,4.7,0
MK2_0148,0,1,0,1,1,1,6.0,0,0,6.0,0,0,0,0,4.0,5.0,3.5,4.5,0
MK2_0149,0,0,0,0,2,1,4.0,0,0,5.0,0,0,0,0,4.0,3.0,5.0,4.4,0
MK2_0150,0,0,0,0,3,3,5.5,0,0,8.5,0,0,0,0,6.0,5.0,8.4,3.5,0
MK2_0151,0,1,0,1,2,3,8.5,0,0,8.7,0,0,0,0,7.0,9.0,8.6,7.7,1
MK2_0152,0,0,0,1,3,1,4.5,0,0,2.0,0,0,0,0,5.0,4.0,4.0,8.3,1
MK2_0153,0,0,0,0,3,1,8.0,0,0,7.0,0,0,0,0,10.0,7.0,5.8,1.8,0
MK2_0154,0,1,0,2,0,3,9.0,3,0,8.0,3,0,0,0,8.0,7.0,5.6,6.7,1
MK2_0155,0,0,0,0,2,3,4.5,0,0,3.6,0,0,0,0,4.0,3.0,8.4,8.4,1
MK2_0156,0,0,0,0,2,1,4.0,0,0,3.0,0,0,0,0,3.0,5.0,4.0,8.3,1
MK2_0157,0,1,0,0,3,1,8.5,0,0,9.0,0,0,0,0,9.0,8.0,6.0,8.7,1
MK2_0158,0,0,0,0,2,3,4.0,0,0,5.3,0,0,0,0,6.0,3.0,5.3,8.3,1
MK2_0159,0,0,0,0,0,0,3.0,0,0,8.3,0,0,0,0,4.0,3.0,3.0,3.3,0
MK2_0160,0,0,0,1,2,4,3.0,1,0,5.2,2,0,1,0,6.0,3.0,3.4,7.3,1
MK2_0161,0,0,1,1,2,3,5.5,1,0,5.6,1,0,0,0,3.0,3.0,3.4,8.4,1
MK2_0162,0,0,0,3,4,4,5.0,0,0,3.6,0,0,0,0,4.0,5.0,7.0,8.5,1
MK2_0163,0,1,0,0,4,1,8.5,0,0,5.7,0,0,0,0,8.0,7.0,5.6,4.7,0
MK2_0164,0,1,0,0,4,1,7.0,0,0,3.7,0,0,0,0,4.0,6.0,5.0,6.0,1
MK2_0165,0,1,0,1,3,4,4.0,1,0,5.1,1,0,0,0,4.0,3.0,3.0,3.0,0
MK2_0166,0,1,0,0,3,3,6.5,0,0,3.6,1,0,1,0,7.0,7.0,3.5,2.6,0
MK2_0167,0,0,0,0,2,1,4.4,0,0,3.5,0,0,0,0,6.0,8.3,5.0,7.4,1
MK2_0168,0,1,0,0,3,1,5.75,0,0,3.3,1,0,1,0,5.7,8.3,5.5,8.4,1
MK2_0169,0,0,0,0,2,2,6.7,1,0,3.5,1,0,0,0,3.5,3.0,8.7,6.0,1
MK2_0170,0,0,0,0,0,2,6.9,0,0,4.0,1,0,1,0,8.7,3.0,8.4,2.5,0
MK2_0171,0,1,0,2,4,4,6.0,1,0,5.6,1,0,0,0,3.8,8.8,8.7,7.7,1
MK2_0172,0,0,0,0,1,2,6.35,0,0,3.0,0,0,0,0,8.6,5.4,8.5,2.5,0
MK2_0173,0,1,0,0,0,2,5.9,0,0,8.6,0,0,0,0,5.7,8.1,8.0,5.6,1
MK2_0174,0,0,0,0,3,2,4.9,1,0,5.2,3,0,2,0,6.0,1.0,8.4,4.0,0
MK2_0175,1,1,0,0,0,3,6.3,0,0,5.6,0,0,0,0,5.7,5.7,5.6,5.6,1
MK2_0176,0,1,0,0,1,2,6.55,0,0,8.6,0,0,0,0,8.6,5.0,8.6,3.6,0
MK2_0177,0,0,0,0,2,4,7.85,0,0,8.0,0,0,0,0,3.8,8.8,8.8,6.8,1
MK2_0178,0,1,0,0,2,2,8.5,1,0,9.0,1,0,0,0,8.8,9.0,5.8,7.8,1
MK2_0179,0,0,0,2,3,4,8.0,0,0,3.6,0,0,0,0,8.0,8.8,5.6,2.7,0
MK2_0180,0,0,0,2,2,1,5.5,0,0,3.6,0,0,0,0,5.5,5.0,3.7,2.6,0
MK2_0181,0,0,0,0,1,3,4.0,0,0,5.6,1,0,1,0,8.8,8.6,5.0,7.5,1
MK2_0182,0,0,0,1,2,3,9.5,0,0,9.0,0,0,0,0,9.0,3.9,3.9,2.9,0
MK2_0183,0,0,0,0,2,1,6.3,0,0,3.6,0,0,0,0,8.6,7.0,6.0,4.6,0
MK2_0184,1,0,0,0,2,1,3.8,3,0,5.4,4,0,1,0,3.6,4.0,8.0,6.5,1
MK2_0185,0,1,0,0,2,1,6.85,2,0,8.5,3,0,1,0,5.6,5.0,5.6,7.5,1
MK2_0186,0,1,0,0,4,4,4.85,0,0,3.9,0,0,0,0,8.0,5.9,5.8,8.8,1
MK2_0187,0,1,0,0,2,1,7.4,0,0,5.3,2,0,2,0,8.0,5.5,6.0,9.5,1
MK2_0188,0,0,0,0,2,0,4.0,4,0,3.5,4,0,0,0,5.0,8.2,8.6,2.5,0
MK2_0189,0,0,0,0,2,1,5.7,2,0,3.4,2,0,0,0,6.0,8.2,3.5,6.4,1
MK2_0190,0,1,0,1,2,1,5.75,0,0,4.0,1,0,1,0,5.3,3.5,5.4,4.0,0
MK2_0191,0,1,0,0,2,1,3.55,0,0,6.0,0,0,0,0,5.7,4.0,7.0,2.6,0
MK2_0192,0,0,0,0,2,1,3.7,0,0,3.4,0,0,0,0,8.0,4.0,8.3,7.4,1
MK2_0193,0,0,0,0,2,1,6.55,2,0,3.4,3,0,1,0,8.6,5.0,3.2,8.3,1
MK2_0194,0,0,0,1,2,1,5.5,1,0,5.6,1,0,0,0,5.6,5.0,3.5,7.5,1
MK2_0195,0,1,0,1,2,4,3.8,0,0,8.2,0,0,0,0,3.6,3.4,8.5,7.4,1
MK2_0196,0,0,0,0,2,2,7.15,0,0,6.0,0,0,0,0,3.6,5.3,8.4,6.5,1
MK2_0197,0,1,0,1,1,1,2.9,3,0,3.3,3,0,0,0,5.7,8.1,3.0,7.3,1
MK2_0198,0,1,0,0,0,4,9.4,0,0,3.9,0,0,0,0,5.8,8.9,1.9,2.9,0
MK2_0199,0,1,0,1,1,2,5.9,0,0,3.6,0,0,0,0,5.7,5.5,8.0,3.7,0
MK2_0200,0,0,0,0,2,1,6.25,0,0,3.7,0,0,0,0,8.8,8.8,3.8,1.8,0
MK2_0201,0,0,0,2,2,1,6.05,0,0,5.6,1,0,1,0,3.7,8.8,3.8,3.7,0
MK2_0202,0,1,0,1,2,2,5.15,0,0,5.4,0,0,0,0,8.0,8.2,8.6,6.0,1
MK2_0203,0,1,0,1,1,2,6.2,1,0,3.2,3,0,2,0,8.5,8.3,3.4,4.0,0
MK2_0204,0,1,0,0,1,3,8.75,0,0,5.4,2,0,2,0,5.5,8.3,5.5,4.5,0
MK2_0205,0,1,0,0,2,1,4.85,0,0,8.7,0,0,0,0,5.6,7.0,5.6,9.6,1
MK2_0206,0,1,0,0,2,1,3.5,1,0,3.4,1,0,0,0,5.7,5.0,5.5,4.5,0
MK2_0207,0,0,0,0,2,4,6.0,0,0,5.5,0,0,0,0,6.0,8.6,8.5,9.5,1
MK2_0208,1,0,0,0,2,1,7.45,0,0,8.2,0,0,0,0,3.6,5.2,8.3,4.0,0
MK2_0209,0,0,0,0,2,1,5.7,0,0,8.5,0,0,0,0,5.7,3.4,5.5,1.6,0
MK2_0210,1,1,0,1,1,1,8.55,0,0,5.5,1,0,1,0,8.0,5.5,8.6,4.6,0
MK2_0211,0,1,0,1,1,3,5.0,1,0,5.4,1,0,0,0,5.7,6.0,8.6,6.0,1
MK2_0212,0,0,0,0,2,2,6.0,1,0,5.4,1,0,0,0,5.5,3.6,3.6,6.5,1
MK2_0213,0,0,0,0,1,3,6.75,1,0,8.3,1,0,0,0,5.5,3.4,5.4,1.5,0
MK2_0214,0,0,0,0,4,4,6.0,0,1,4.0,1,1,1,0,5.5,7.0,5.8,3.6,0
MK2_0215,0,0,0,0,2,2,4.7,0,1,3.3,0,2,0,1,4.0,4.0,3.0,7.3,1
MK2_0216,0,0,0,0,2,0,4.75,1,0,3.2,1,1,0,1,5.4,3.4,5.6,5.4,1
MK2_0217,0,1,0,1,2,1,5.8,0,0,5.2,1,0,1,0,6.0,6.0,3.7,5.5,1
MK2_0218,0,0,0,0,3,1,4.65,0,0,5.2,1,0,1,0,3.0,5.3,5.4,1.3,0
MK2_0219,0,1,0,1,2,2,10.0,0,0,3.9,0,0,0,0,10.0,5.9,3.8,2.9,0
MK2_0220,0,0,0,0,0,1,6.0,1,0,5.6,2,0,1,0,5.5,5.0,5.3,2.5,0
MK2_0221,0,0,0,0,3,3,5.7,0,1,2.0,0,1,0,0,5.4,3.3,5.4,7.3,1
MK2_0222,0,0,0,0,2,1,6.35,0,0,5.5,0,0,0,0,8.0,5.7,8.5,4.6,0
MK2_0223,0,0,0,0,3,4,5.8,1,0,5.2,2,0,1,0,5.6,8.4,5.6,9.4,1
MK2_0224,0,0,0,0,2,1,5.5,1,0,3.3,2,0,1,0,6.0,3.4,3.0,1.4,0
MK2_0225,0,0,0,0,4,1,7.0,1,1,8.6,2,1,1,0,7.0,7.0,8.5,6.6,1
MK2_0226,0,0,0,0,4,4,8.0,0,0,3.5,0,0,0,0,5.9,8.8,7.0,4.7,0
MK2_0227,0,0,0,1,2,2,6.0,0,0,5.5,0,0,0,0,6.0,6.0,7.0,1.6,0
MK2_0228,0,0,0,0,2,2,5.5,0,0,8.3,1,0,1,0,5.5,8.5,3.6,1.5,0
MK2_0229,0,1,0,0,1,1,8.0,0,0,8.5,0,0,0,0,7.0,3.8,5.8,6.7,1
MK2_0230,0,0,0,0,1,3,5.5,0,0,5.3,0,1,0,1,5.5,5.0,5.5,9.4,1
MK2_0231,0,1,0,0,1,1,9.0,0,0,7.0,1,0,1,0,5.9,5.9,3.8,5.8,1
MK2_0232,0,0,0,1,1,1,5.5,0,0,8.5,1,0,1,0,5.5,4.0,8.0,8.5,1
MK2_0233,0,1,0,0,1,3,7.5,0,0,8.5,0,0,0,0,8.0,5.7,5.0,4.6,0
MK2_0234,0,1,0,1,2,1,6.0,1,1,4.0,1,1,0,0,5.6,5.6,8.4,4.5,0
MK2_0235,0,0,0,0,0,2,5.0,0,0,2.0,1,1,1,1,5.0,5.0,2.0,3.3,0
MK2_0236,0,1,0,1,2,2,6.5,1,0,8.5,2,0,1,0,5.6,8.5,3.3,1.5,0
MK2_0237,0,1,0,0,2,4,5.5,0,0,8.4,1,0,1,0,6.0,5.0,4.0,8.4,1
MK2_0238,0,1,0,0,2,1,5.5,1,0,3.4,2,0,1,0,5.5,8.5,8.5,3.5,0
MK2_0239,0,1,0,0,2,1,7.0,0,0,3.6,0,1,0,1,8.0,5.7,5.5,6.6,1
MK2_0240,0,1,0,0,2,2,7.0,0,0,5.6,0,0,0,0,5.8,5.8,7.0,4.7,0
MK2_0241,0,0,0,0,3,0,5.5,1,1,3.2,2,2,1,1,5.4,4.0,6.0,7.4,1
MK2_0242,0,0,0,0,2,0,4.5,0,1,2.0,0,1,0,0,4.0,5.3,8.3,2.3,0
MK2_0243,0,0,0,0,2,1,5.0,1,1,8.2,2,1,1,0,5.0,5.4,3.3,4.0,0
MK2_0244,0,0,0,0,0,2,5.5,0,1,3.2,0,2,0,1,5.4,4.0,3.5,4.4,0
MK2_0245,0,0,0,0,3,1,8.0,1,0,5.4,2,0,1,0,8.0,5.8,5.6,8.6,1
MK2_0246,0,0,0,0,3,3,6.0,1,0,8.2,2,0,1,0,5.6,5.5,5.0,8.4,1
MK2_0247,0,0,0,0,2,2,3.5,1,0,8.1,1,1,0,1,5.3,8.2,3.0,8.2,1
MK2_0248,0,1,0,1,1,1,5.5,0,0,4.0,1,0,1,0,5.5,5.5,3.7,6.5,1
MK2_0249,0,1,0,0,2,2,6.0,1,0,8.2,2,1,1,1,5.6,3.6,3.5,9.4,1
MK2_0250,0,1,0,0,2,1,6.0,1,0,3.5,2,0,1,0,5.6,5.6,5.6,6.0,1
MK2_0251,0,1,0,0,2,1,5.8,0,0,5.5,1,0,1,0,5.6,6.0,3.6,9.5,1
MK2_0252,0,1,0,0,4,4,8.0,1,0,3.6,2,0,1,0,8.0,8.0,5.6,2.7,0
MK2_0253,0,0,0,0,2,2,5.5,0,1,3.4,0,2,0,1,5.5,5.0,5.0,9.4,1
MK2_0254,0,1,0,0,4,1,9.0,0,0,8.7,0,0,0,0,5.9,5.9,8.0,4.8,0
MK2_0255,0,1,0,0,2,1,7.0,1,0,6.0,1,0,0,0,5.7,7.0,5.7,8.6,1
MK2_0256,0,1,0,1,1,1,7.0,0,0,3.5,1,0,1,0,5.6,7.0,3.5,1.6,0
MK2_0257,0,1,0,1,2,1,5.5,1,0,2.0,1,0,0,0,5.5,5.5,5.4,3.4,0
MK2_0258,0,1,0,1,2,2,5.4,0,0,3.6,0,0,0,0,5.0,5.5,5.2,1.5,0
MK2_0259,0,1,0,0,4,2,6.25,2,0,3.8,4,0,2,0,5.7,8.7,5.0,6.6,1
MK2_0260,0,0,0,0,2,4,4.75,1,0,3.7,1,0,0,0,5.8,6.0,8.4,6.6,1
MK2_0261,0,1,0,0,2,4,7.05,0,0,8.5,0,0,0,0,8.6,5.2,3.5,5.5,1
MK2_0262,0,0,0,0,1,1,6.9,0,0,3.7,0,0,0,0,8.0,8.0,3.6,3.7,0
MK2_0263,0,0,0,2,2,2,6.9,1,0,3.2,6,0,5,0,7.0,5.2,8.1,2.3,0
MK2_0264,0,0,0,0,3,1,4.25,0,0,2.0,0,0,0,0,2.0,0.0,3.2,1.2,0
MK2_0265,0,0,0,0,2,2,6.6,0,0,5.0,0,0,0,0,1.0,0.0,4.0,4.3,0
MK2_0266,0,0,0,1,2,1,5.2,0,0,8.7,0,0,0,0,8.3,5.0,8.4,6.5,1
MK2_0267,0,0,0,0,4,1,7.7,1,0,3.4,1,0,0,0,8.2,5.1,3.4,2.4,0
MK2_0268,1,0,0,0,2,1,6.0,0,0,3.3,0,0,0,0,3.0,5.3,8.4,4.4,0
MK2_0269,1,0,0,2,2,1,8.5,0,0,9.0,0,0,0,0,10.0,10.0,3.5,9.7,1
MK2_0270,0,0,0,0,2,2,4.6,0,0,8.5,0,0,0,0,3.0,5.3,3.4,9.4,1
MK2_0271,1,0,0,0,2,4,5.75,0,0,8.7,0,0,0,0,2.0,4.0,8.3,9.4,1
MK2_0272,0,1,0,0,4,4,8.35,0,0,3.9,0,0,0,0,8.9,8.9,3.8,8.8,1
MK2_0273,0,1,0,1,2,1,4.6,0,0,3.9,1,0,1,0,3.4,8.3,5.6,6.6,1
MK2_0274,0,0,0,0,3,3,6.2,0,0,9.0,0,0,0,0,10.0,3.9,8.7,4.8,0
MK2_0275,0,0,0,0,1,3,7.1,0,0,3.7,0,0,0,0,5.5,5.6,7.0,8.6,1
MK2_0276,0,0,0,0,3,1,6.8,0,0,8.6,0,0,0,0,5.6,5.5,3.4,6.5,1
MK2_0277,1,1,0,1,1,1,7.75,1,0,8.7,1,0,0,0,5.0,7.0,3.5,3.6,0
MK2_0278,0,1,0,0,1,1,7.45,0,0,5.7,1,0,1,0,10.0,8.0,6.0,7.7,1
MK2_0279,0,1,0,0,4,3,5.9,0,0,3.8,0,0,0,0,9.0,10.0,5.8,9.8,1
MK2_0280,0,1,0,1,1,1,5.35,1,0,3.7,1,0,0,0,4.0,5.3,5.4,3.5,0
MK2_0281,0,0,0,0,2,1,7.45,0,0,8.8,0,0,0,0,10.0,3.5,8.6,8.0,1
MK2_0282,0,1,0,1,3,1,3.5,0,0,4.0,0,0,0,0,2.0,5.1,3.0,5.3,1
MK2_0283,0,1,0,0,3,1,4.7,0,0,3.8,0,0,0,0,5.0,3.8,3.4,4.6,0
MK2_0284,0,1,0,0,2,2,6.3,0,0,8.0,1,0,1,0,5.0,8.5,8.5,4.6,0
MK2_0285,0,0,0,0,0,3,6.0,7,0,3.6,16,0,9,0,4.0,5.3,5.0,2.5,0
MK2_0286,1,1,0,1,1,1,6.35,0,0,5.0,0,0,0,0,8.5,3.2,8.5,3.5,0
MK2_0287,0,1,0,0,2,1,4.5,0,0,8.4,0,0,0,0,3.4,3.6,3.3,5.4,1
MK2_0288,0,1,0,0,2,3,3.7,1,0,9.0,2,0,1,0,3.9,5.6,8.8,3.8,0
MK2_0289,0,0,0,2,3,3,7.1,1,0,8.5,1,1,0,1,4.0,3.3,6.0,6.5,1
MK2_0290,0,0,0,0,2,2,5.8,0,0,3.8,0,0,0,0,6.0,8.0,4.0,3.6,0
MK2_0291,0,0,0,0,1,2,5.7,0,0,6.0,0,0,0,0,5.4,3.6,8.7,5.6,1
MK2_0292,0,1,0,0,1,2,5.0,0,0,8.0,3,0,3,0,5.5,7.0,3.4,7.5,1
MK2_0293,1,1,0,0,1,2,5.35,0,0,3.6,1,0,1,0,3.3,8.2,3.3,6.4,1
MK2_0294,0,0,0,0,2,3,6.3,3,0,3.6,4,0,1,0,8.2,8.5,5.0,2.5,0
MK2_0295,0,0,0,0,3,3,5.2,0,0,8.5,0,0,0,0,2.0,0.0,5.0,2.4,0
MK2_0296,1,0,0,1,2,3,5.95,0,0,7.0,0,0,0,0,3.7,3.8,3.5,7.0,1
MK2_0297,0,0,0,1,2,1,4.7,0,0,3.6,0,0,0,0,8.5,3.4,3.5,9.5,1
MK2_0298,0,1,0,1,2,1,5.7,0,0,8.6,0,0,0,0,5.5,5.0,5.4,8.5,1
MK2_0299,0,0,0,0,1,1,7.95,0,0,3.9,0,0,0,0,10.0,5.8,3.8,1.9,0
MK2_0300,0,0,0,0,2,1,7.3,2,0,8.6,3,0,1,0,5.5,5.6,5.3,9.5,1
MK2_0301,0,1,0,0,2,1,3.6,0,0,5.7,0,0,0,0,8.4,5.6,8.2,3.5,0
MK2_0302,0,1,0,0,2,1,5.6,1,0,5.7,3,0,2,0,8.3,4.0,3.4,4.5,0
MK2_0303,0,1,0,0,1,2,5.6,0,0,5.7,0,0,0,0,8.3,4.0,3.4,4.5,0
MK2_0304,0,1,0,1,1,1,8.5,0,0,6.5,0,0,0,0,10.0,9.0,7.0,7.8,1
MK2_0305,0,1,0,0,1,0,6.5,0,0,3.0,0,0,0,0,8.0,8.0,4.3,5.3,1
MK2_0306,0,1,1,0,1,1,8.5,0,0,8.0,0,0,0,0,9.0,10.0,5.0,7.4,1
MK2_0307,0,0,0,0,1,0,7.0,0,0,3.3,0,0,0,0,5.0,8.0,3.0,4.7,0
MK2_0308,0,1,0,0,1,0,6.0,0,0,2.5,0,0,0,0,8.0,9.0,6.5,5.9,1
MK2_0309,0,1,0,0,1,1,6.5,0,0,4.3,0,0,0,0,7.0,8.0,6.0,6.1,1
MK2_0310,0,0,0,0,2,2,8.5,0,0,5.0,0,0,0,0,10.0,7.0,4.8,6.5,1
MK2_0311,0,0,0,0,1,1,5.0,0,0,3.0,0,0,0,0,6.0,7.0,6.5,5.4,1
MK2_0312,0,0,0,0,1,0,7.0,0,0,8.3,0,0,0,0,10.0,8.0,4.3,6.8,1
MK2_0313,0,0,0,0,1,0,6.0,0,0,3.8,0,0,0,0,9.0,10.0,3.8,5.6,1
MK2_0314,0,0,0,1,1,1,10.0,0,0,6.5,0,0,0,0,8.0,10.0,5.5,7.5,1
MK2_0315,1,0,0,0,1,0,1.0,0,0,3.8,0,0,0,0,6.0,1.0,2.3,2.6,0
MK2_0316,0,0,0,1,2,1,9.0,0,0,5.8,0,0,0,0,10.0,9.0,8.3,8.2,1
MK2_0317,0,1,0,0,2,1,4.0,0,0,5.5,0,0,0,0,7.0,8.0,5.0,5.4,1
MK2_0318,0,0,0,0,1,0,7.0,0,0,7.8,0,0,0,0,8.0,10.0,5.0,7.0,1
MK2_0319,0,1,0,0,1,0,7.5,0,0,7.5,0,0,0,0,9.0,10.0,3.0,6.4,1
MK2_0320,0,0,0,0,1,0,7.5,0,0,5.0,0,0,0,0,8.0,9.0,5.0,6.3,1
MK2_0321,0,1,0,0,1,1,5.5,0,0,5.0,0,0,0,0,4.0,8.0,3.0,4.7,0
MK2_0322,0,0,0,0,2,3,8.5,0,0,3.0,0,0,0,0,8.0,6.0,3.8,5.4,1
MK2_0323,0,0,0,0,1,0,7.5,0,0,7.0,0,0,0,0,8.0,10.0,5.0,6.9,1
MK2_0324,0,1,0,1,1,1,9.0,0,0,5.3,0,0,0,0,7.0,10.0,5.3,6.8,1
MK2_0325,0,1,0,2,2,2,4.5,0,0,3.0,0,0,0,0,6.0,5.0,6.3,5.0,1
MK2_0326,0,0,0,0,1,1,6.5,0,0,3.8,0,0,0,0,8.0,9.0,4.3,5.6,1
MK2_0327,1,1,0,3,4,3,8.5,0,0,6.5,0,0,0,0,7.0,10.0,5.3,7.0,1
MK2_0328,0,1,0,1,1,2,7.0,0,0,5.5,0,0,0,0,5.0,10.0,5.0,6.1,1
MK2_0329,0,1,0,0,1,3,8.5,0,0,6.3,0,0,0,0,9.0,10.0,6.3,7.5,1
MK2_0330,0,0,0,0,1,0,6.0,0,0,5.3,0,0,0,0,9.0,10.0,6.3,6.7,1
MK2_0331,0,0,0,0,2,4,5.5,0,0,5.0,0,0,0,0,7.0,5.0,7.3,6.1,1
MK2_0332,0,1,0,0,1,1,8.5,0,0,5.3,0,0,0,0,9.0,10.0,6.8,7.4,1
MK2_0333,0,0,0,0,1,3,5.0,0,0,6.0,0,0,0,0,7.0,8.0,2.8,5.0,1
MK2_0334,0,1,0,0,2,2,10.0,1,0,7.8,1,0,0,0,10.0,10.0,8.0,8.8,1
MK2_0335,0,1,0,0,2,2,9.5,0,0,8.3,0,0,0,0,10.0,9.0,8.8,9.0,1
MK2_0336,0,1,0,0,3,0,8.0,0,0,5.8,0,0,0,0,5.0,8.0,3.8,5.8,1
MK2_0337,0,0,0,0,0,0,5.0,0,0,3.5,0,0,0,0,1.0,4.0,4.0,3.8,0
MK2_0338,0,0,0,0,0,0,7.0,0,0,3.8,0,0,0,0,8.0,6.0,5.8,5.9,1
MK2_0339,1,0,0,0,3,1,8.5,0,0,7.3,0,0,0,0,10.0,9.0,5.0,7.3,1
MK2_0340,0,1,0,0,0,1,5.5,0,0,5.5,0,0,0,0,5.0,7.0,3.8,5.0,1
MK2_0341,0,0,0,0,2,3,6.5,0,0,5.0,0,0,0,0,10.0,6.0,4.0,5.7,1
MK2_0342,0,1,0,3,0,3,7.0,0,0,4.0,0,0,0,0,4.0,7.0,3.8,4.9,0
MK2_0343,0,1,0,1,2,2,7.5,0,0,6.0,0,0,0,0,10.0,8.0,3.8,6.3,1
MK2_0344,0,1,0,1,2,1,7.0,0,0,6.0,0,0,0,0,10.0,6.0,7.3,7.1,1
MK2_0345,0,0,0,0,2,2,7.0,0,0,5.0,0,0,0,0,7.0,5.0,4.5,5.5,1
MK2_0346,0,1,0,0,1,1,9.5,0,0,6.5,0,0,0,0,10.0,10.0,5.5,7.6,1
MK2_0347,0,1,0,0,0,0,8.5,0,0,6.0,0,0,0,0,10.0,9.0,3.5,6.5,1
MK2_0348,0,1,0,0,0,0,8.0,0,0,5.0,0,0,0,0,10.0,7.0,5.0,6.4,1
MK2_0349,0,1,0,3,1,1,8.0,1,0,6.0,2,0,1,0,10.0,7.0,4.3,6.4,1
MK2_0350,1,1,0,1,3,1,8.0,2,0,9.0,2,0,0,0,8.0,9.0,6.5,7.8,1
MK2_0351,0,1,0,2,1,1,8.5,0,0,7.8,0,0,0,0,10.0,7.0,5.8,7.4,1
MK2_0352,0,1,0,1,1,2,10.0,0,0,9.0,0,0,0,0,10.0,10.0,8.5,9.3,1
MK2_0353,0,0,0,0,1,1,4.5,0,0,3.5,0,0,0,0,10.0,5.0,3.0,4.4,0
MK2_0354,0,0,0,0,2,0,8.5,0,0,4.8,0,0,0,0,8.0,8.0,5.5,6.6,1
MK2_0355,0,0,0,0,1,1,8.0,0,0,7.3,0,0,0,0,8.0,7.0,2.3,5.8,1
MK2_0356,0,0,0,0,1,1,6.5,0,0,3.3,0,0,0,0,5.0,4.0,3.3,4.3,0
MK2_0357,0,1,0,1,0,1,8.5,0,0,7.5,1,0,1,0,8.0,7.0,6.0,7.2,1
MK2_0358,0,1,0,0,2,2,9.0,1,0,8.8,2,0,1,0,8.0,9.0,3.8,7.1,1
MK2_0359,0,0,0,0,3,3,6.0,0,0,8.0,2,0,2,0,4.0,3.0,3.8,5.2,1
MK2_0360,0,0,0,2,2,2,5.5,0,0,3.3,0,0,0,0,6.0,8.0,4.0,4.8,0
MK2_0361,0,0,0,0,4,4,10.0,0,0,10.0,0,0,0,0,10.0,10.0,9.8,9.9,1
MK2_0362,0,0,0,0,2,2,9.5,2,0,9.5,4,0,2,0,8.0,8.0,6.3,8.1,1
MK2_0363,0,0,0,0,3,3,9.0,0,0,4.8,0,0,0,0,5.0,7.0,5.3,6.2,1
