dataset,config,a0,a1,n_a0,n_a1,TV,TV_lo,TV_hi,CtfDE,CtfDE_lo,CtfDE_hi,CtfIE,CtfIE_lo,CtfIE_hi,CtfSE,CtfSE_lo,CtfSE_hi
THCSMK,SES-aware,Fem×LowSES,Male×HighSES,75,13,0.03786672180514278,-0.0957720766942087,0.09295648410074957,0.05875154104053826,-0.0013746165316452458,0.14785956406044123,0.026031799630664154,-0.025032560418947997,0.09267577890596572,-0.046916618866059634,-0.20653724122888012,0.0008142838766667511
THCSMK,SES-unaware,Fem×LowSES,Male×HighSES,75,13,0.05482558240277635,-0.04705086573541908,0.1588565207025683,0.0,0.0,0.0,0.02931591487729701,-0.01038950298685815,0.0959026685396614,0.02550966752547934,-0.08522148663691087,0.12153283083958005
